Source,Target,Weight
jake,smajh,1
jake,bar,1
jake,bnaiyega,1
jake,kahin,1
jake,dekhiye,1
jake,pahde,1
jake,patna,1
jake,ban,1
jake,sudhar,1
jake,nii,1
jake,sutti,1
babu,sabkr,1
babu,tirupati,1
babu,sushan,1
babu,legislative,1
babu,kiu,1
babu,demand,1
babu,ban,1
babu,sarkari,1
babu,nijam,1
babu,beaurocrates,1
jake,approval,1
babu,bihar,1
babu,chief,1
babu,sushashan,1
babu,rayalaseema,1
sutti,babu,1
jake,aspirant,1
jake,nagpur,1
jake,monday,1
jake,ganjadi,1
ghare,jake,1
kitne,shekharmahanand,1
shi,copy,1
shi,jmi,1
shi,bckv,1
shi,valid,1
shi,bharna,1
shi,chlo,1
shi,galgotiya,1
shi,rhegi,1
shi,pdhoge,1
shi,bolte,1
shi,dalo,1
shi,kroge,1
shi,abke,1
shi,kitne,1
shi,dum,1
shi,associated,1
shi,ekdm,1
shi,garib,1
shi,rkhe,1
shi,admisssion,1
shi,daaliye,1
bhii,vlogger,1
shi,noida,1
bhii,isme,1
bhii,cusb,1
bhii,bna,1
bhii,waste,1
bhii,attendace,1
bhii,ghare,1
kooch,khass,1
kooch,bhii,1
shi,esi,1
shi,bihar,1
shi,pichli,1
shi,okmeri,1
shi,likhna,1
shi,jamiya,1
shi,rohtak,1
shi,ugaya,1
shi,bnate,1
shi,research,1
babu,ekkada,1
baimani,chali,1
chali,imandari,1
kitne,keval,1
kitne,agr,1
kitne,liyein,1
kitne,karni,1
kitne,rakhne,1
kitne,padega,1
kitne,ayaanraza,1
kitne,pushkarsingh,1
kitne,muslim,1
kitne,persentail,1
kitne,jam,1
kitne,cusb,1
kitne,mar,1
kitne,layega,1
kitne,bna,1
kitne,bnega,1
kitne,councelling,1
kitne,price,1
kitne,bacche,1
kitne,minimmum,1
kitne,initial,1
chali,excitement,1
kitne,muskanraj,1
kitne,gat,1
kitne,lagenge,1
kitne,verify,1
kitne,marksheet,1
kitne,den,1
kitne,peja,1
kitne,real,1
kitne,prateekrathore,1
kitne,town,1
kitne,msg,1
kitne,add,1
kitne,decrease,1
kitne,krun,1
kitne,milegi,1
kitne,dege,1
kitne,awh,1
kitne,agyi,1
kitne,rupaye,1
kitne,tut,1
kitne,emandar,1
kitne,alawa,1
dalo,chitkara,1
btao,avg,1
btao,khana,1
btao,sarkaar,1
btao,konse,1
btao,suit,1
btao,wese,1
btao,chodke,1
btao,milegi,1
dalo,mujra,1
kitne,develop,1
dalo,rti,1
imandari,bihar,1
chali,geyi,1
chali,sabko,1
chali,board,1
chali,jayegi,1
chali,bihar,1
chali,ptta,1
btao,dhang,1
btao,dii,1
btao,jinki,1
btao,baare,1
kitne,gujarat,1
kitne,compare,1
kitne,najane,1
kitne,loan,1
kitne,jta,1
kitne,pta,1
kitne,weak,1
kitne,bihar,1
kitne,bahoto,1
kitne,jabki,1
kitne,laane,1
kitne,waalo,1
kitne,mnc,1
kitne,pharma,1
kitne,katega,1
kitne,swati,1
btao,pta,1
ballb,pursuing,1
ballb,kise,1
ballb,frm,1
agr,btaiye,1
agr,gye,1
agr,esse,1
agr,pta,1
agr,expectation,1
agr,milri,1
agr,lgega,1
agr,ayega,1
agr,kisko,1
agr,suiside,1
agr,chahenge,1
agr,humare,1
agr,bhiya,1
agr,ansh,1
agr,sakti,1
agr,jinka,1
agr,mahine,1
agr,adm,1
band,horaha,1
agr,jaaye,1
agr,dno,1
band,bajrang,1
agr,jayada,1
agr,gwalior,1
agr,dusri,1
agr,krwate,1
agr,aapko,1
agr,socho,1
agr,aapki,1
agr,iss,1
agr,gyi,1
agr,skte,1
agr,pdega,1
agr,cancel,1
agr,conform,1
agr,aayegi,1
agr,konse,1
agr,leftist,1
agr,jigra,1
agr,sbse,1
agr,sarkari,1
band,logoke,1
band,iska,1
ballb,chahte,1
band,iss,1
band,neharu,1
band,badnam,1
band,jdu,1
band,kisne,1
band,karle,1
band,chalane,1
band,running,1
band,ground,1
band,cafeteria,1
band,bajana,1
band,wash,1
band,karwa,1
band,karke,1
band,inflibnet,1
band,vyas,1
band,milk,1
band,chor,1
hme,agr,1
band,patna,1
band,scolership,1
band,chahte,1
band,khud,1
band,jayegi,1
band,krdiya,1
band,mesn,1
band,gai,1
band,kahin,1
band,krdi,1
band,dia,1
band,khola,1
band,khulti,1
band,aankh,1
band,yee,1
band,blame,1
band,missing,1
band,technology,1
band,isi,1
band,hogaya,1
band,nikalana,1
band,example,1
agr,uni,1
agr,koie,1
agr,aachran,1
mcom,lagli,1
journalism,ground,1
journalism,khatarnak,1
journalism,asli,1
journalism,rare,1
journalism,thanku,1
journalism,meaning,1
journalism,hat,1
mcom,saw,1
mcom,sikkim,1
journalism,kch,1
reason,attend,1
reason,everthe,1
reason,hotspot,1
reason,indian,1
reason,tseamcet,1
reason,pvt,1
reason,snehalwalunj,1
reason,lakh,1
journalism,type,1
journalism,bacha,1
agr,jda,1
journalism,example,1
journalism,sikkim,1
journalism,madona,1
journalism,urgent,1
journalism,journalist,1
journalism,reporting,1
journalism,prestige,1
journalism,dekhte,1
journalism,social,1
journalism,hal,1
journalism,kind,1
journalism,bravo,1
journalism,truth,1
journalism,excellent,1
journalism,missing,1
journalism,ideal,1
journalism,superb,1
journalism,limit,1
journalism,nation,1
reason,opening,1
reason,ethic,1
reason,janskti,1
agr,module,1
agr,bachta,1
agr,shrirammishra,1
agr,kyaa,1
agr,diii,1
agr,electronics,1
agr,bhopal,1
agr,kyuki,1
agr,nmims,1
agr,food,1
reason,provding,1
agr,rahte,1
agr,sincere,1
agr,helpline,1
agr,paye,1
agr,pahle,1
agr,datia,1
agr,pdhna,1
agr,bhaiii,1
agr,ngp,1
agr,bhej,1
reason,btakr,1
reason,kyuki,1
reason,podha,1
reason,progress,1
reason,communist,1
reason,tabhi,1
reason,muslim,1
reason,dikh,1
reason,travel,1
reason,interviewer,1
reason,valid,1
reason,iska,1
reason,castism,1
reason,jaane,1
reason,bjp,1
reason,despite,1
reason,naukari,1
reason,alive,1
reason,killer,1
hme,ghumana,1
hme,alg,1
hme,kyuki,1
lunga,vapis,1
cusb,yrrr,1
cusb,hnbgu,1
cusb,puchhna,1
cusb,pdhayii,1
jaroori,cusb,1
boleto,jaroori,1
attendace,boleto,1
lunga,kbhi,1
lunga,sapno,1
cusb,samjheee,1
lunga,nahin,1
lunga,iss,1
lunga,pura,1
lunga,addmisson,1
lunga,phle,1
yaad,rakhio,1
yaad,alumini,1
yaad,zaki,1
cusb,gharwal,1
cusb,bagal,1
cusb,mare,1
cusb,isiliye,1
cusb,bballb,1
cusb,karwana,1
cusb,sal,1
cusb,ayegi,1
cusb,admissiom,1
cusb,chy,1
cusb,matt,1
cusb,badhiya,1
cusb,private,1
cusb,bioinformatics,1
cusb,stress,1
cusb,fully,1
cusb,mtt,1
cusb,pharmacy,1
cusb,male,1
cusb,resistratian,1
cusb,minor,1
cusb,geology,1
yaad,lallantop,1
yaad,hype,1
yaad,khair,1
ballb,law,1
mastt,yrrr,1
mastt,kami,1
eddamm,mastt,1
pdhai,yaga,1
pdhai,zoology,1
pdhai,agenda,1
pdhai,jhant,1
pdhai,bno,1
ballb,bihar,1
yaad,bolte,1
ballb,gat,1
ballb,apney,1
ballb,litigation,1
ballb,lye,1
ballb,agr,1
ballb,male,1
ballb,bhara,1
ballb,karrahi,1
mastt,haii,1
kami,bihar,1
kami,dekhate,1
kami,rakhiyega,1
yaad,kumar,1
yaad,aaap,1
yaad,dekhkar,1
yaad,responsibility,1
yaad,bhule,1
parega,aisa,1
parega,leke,1
parega,jaana,1
parega,karvana,1
parega,banana,1
parega,yaad,1
kami,aspirant,1
kami,aani,1
kami,aabys,1
kami,series,1
kami,chapado,1
kami,rahte,1
cusb,khud,1
cusb,yhi,1
hme,usi,1
eng,che,1
eng,legal,1
eng,med,1
eng,topped,1
eng,targeting,1
eng,venky,1
eng,zada,1
eng,econ,1
eng,pcb,1
eng,preparing,1
eng,bit,1
pdhayii,bilangual,1
cusb,skte,1
cusb,chahta,1
cusb,domin,1
cusb,kyuki,1
cusb,mill,1
cusb,pursuing,1
cusb,timely,1
eng,addmition,1
eng,closin,1
cusb,choice,1
puchna,sikhata,1
hme,karate,1
hme,karke,1
hme,qki,1
hme,krwaana,1
hme,jawab,1
puchna,bje,1
puchna,cheeze,1
puchna,mujhko,1
puchna,sawal,1
eng,sanjeevkumar,1
puchna,kisko,1
puchna,hme,1
eng,instrumental,1
eng,iske,1
eng,milakr,1
eng,amd,1
eng,iss,1
eng,int,1
cusb,famous,1
cusb,plzz,1
cusb,catogery,1
cusb,pharm,1
cusb,bhee,1
cusb,mae,1
cusb,sourav,1
cusb,centeral,1
cusb,aue,1
cusb,cuh,1
cusb,btayega,1
cusb,rawaiyye,1
cusb,jaiga,1
cusb,jayegi,1
cusb,itep,1
cusb,bar,1
cusb,sse,1
cusb,lobsc,1
cusb,standard,1
cusb,wgera,1
cusb,jitne,1
cusb,geography,1
cusb,jaega,1
cusb,man,1
cusb,councelling,1
cusb,bhabuchi,1
cusb,resigtration,1
cusb,chahtii,1
cusb,dekar,1
cusb,rahega,1
cusb,partial,1
cusb,daaliye,1
cusb,coz,1
cusb,secondary,1
cusb,hand,1
cusb,usmein,1
cusb,wese,1
cusb,type,1
cusb,opening,1
cusb,newest,1
cusb,biotech,1
cusb,yaer,1
cusb,sara,1
bruh,ponga,1
bruh,fresher,1
हैं,पड़ते,1
miss,caste,1
collage,badiya,1
collage,enagneya,1
devagiri,kozhikode,1
devagiri,collage,1
miss,kardia,1
miss,indore,1
miss,nowadays,1
miss,heavy,1
miss,vastadaa,1
collage,pakistan,1
miss,undavo,1
miss,totally,1
miss,asmediaeducational,1
miss,mnngbi,1
miss,kela,1
miss,mule,1
miss,teach,1
miss,kabhi,1
collage,imagine,1
collage,recomend,1
miss,dhatterwal,1
collage,surapet,1
collage,rupee,1
collage,milla,1
collage,patna,1
collage,uska,1
collage,motivation,1
collage,amazing,1
collage,neibata,1
collage,chale,1
collage,velammal,1
collage,mumbai,1
collage,ella,1
collage,rit,1
collage,technology,1
collage,konse,1
collage,bhalo,1
collage,naaca,1
collage,iss,1
collage,nsit,1
miss,utilisation,1
miss,congratulation,1
christian,luga,1
appointment,provisional,1
uae,ill,1
uae,ella,1
whats,difference,1
whats,kmjor,1
whats,listen,1
whats,thats,1
whats,gone,1
appointment,mail,1
appointment,hte,1
uae,आने,1
appointment,attitude,1
appointment,heading,1
appointment,hoc,1
reserved,domicile,1
reserved,muslim,1
reserved,rich,1
reserved,private,1
reserved,ohh,1
uae,चीन,1
sgvu,aligarh,1
miss,hogye,1
aligarh,chuslim,1
miss,zakir,1
miss,tad,1
miss,hogya,1
miss,phase,1
miss,ncet,1
miss,parayo,1
miss,devagiri,1
aligarh,beloved,1
aligarh,lamia,1
aligarh,jmi,1
aligarh,zhcet,1
aligarh,jadavpur,1
aligarh,ghazi,1
aligarh,pakistan,1
aligarh,jawaharlal,1
aligarh,tino,1
aligarh,ghar,1
aligarh,maam,1
collage,mate,1
collage,kholne,1
collage,dictatorship,1
enik,chechii,1
avide,joli,1
avide,avar,1
avide,ktuuuuu,1
avide,law,1
avide,enikum,1
avide,padikanam,1
avide,kitti,1
enik,avan,1
enik,kurach,1
kitti,behrehmi,1
enik,avide,1
enagneya,enik,1
collage,lega,1
collage,aukaat,1
collage,according,1
collage,pvt,1
collage,affordable,1
collage,bhadhiya,1
kitti,ladka,1
optometry,kurich,1
collage,mahila,1
oru,vidio,1
oru,set,1
oru,perfect,1
oru,yeppatti,1
oru,cheyyamo,1
oru,vgm,1
oru,paty,1
oru,iduoo,1
oru,aayittu,1
kurich,ennivaye,1
optometry,kurch,1
kurich,ariyamenkil,1
kurich,ethiney,1
kurich,parayooo,1
kurich,archaeologiyee,1
kurich,parayuo,1
kurich,photography,1
kurich,bswp,1
kurich,kale,1
collage,bitspilani,1
collage,pathipesuka,1
collage,polytechnic,1
collage,asar,1
collage,ekk,1
collage,dentel,1
collage,veliyil,1
collage,pokum,1
collage,evide,1
collage,alla,1
collage,aayrnu,1
collage,aanu,1
collage,upr,1
collage,thanlakshmi,1
collage,setu,1
collage,showing,1
collage,gec,1
collage,padichalum,1
collage,lenge,1
collage,mid,1
collage,cource,1
collage,khandahar,1
collage,koe,1
collage,pura,1
collage,photocopy,1
collage,jma,1
collage,trichy,1
collage,josep,1
collage,god,1
collage,gatiya,1
collage,sneak,1
collage,sastra,1
collage,sakthi,1
collage,kpr,1
collage,law,1
collage,grt,1
collage,poys,1
collage,nersing,1
collage,agri,1
collage,hell,1
collage,panimalar,1
collage,adaina,1
collage,worest,1
upskill,sahil,1
christian,jntu,1
oru,solunga,1
baat,budhimani,1
baat,qmek,1
baat,firto,1
baat,aisi,1
baat,chhota,1
baat,baithne,1
baat,dalte,1
baat,usse,1
baat,cheeze,1
baat,khatam,1
baat,neta,1
baat,ayesi,1
baat,log,1
baat,jimedarr,1
baat,garv,1
baat,padhati,1
baat,ghumane,1
baat,kheech,1
baat,faltoo,1
baat,scenario,1
baat,issi,1
baat,payega,1
baat,suraksha,1
baat,jaygi,1
baat,sharm,1
baat,samjhni,1
baat,sahmat,1
baat,stree,1
baat,ladwate,1
baat,thuke,1
baat,haina,1
baat,unlog,1
baat,paiso,1
baat,akhir,1
baat,honestly,1
baat,konse,1
baat,feculty,1
baat,dar,1
baat,batai,1
baat,behad,1
baat,dil,1
baat,kadwi,1
baat,piche,1
christian,chennai,1
baat,lekar,1
baat,sikkim,1
baat,agriculture,1
baat,jayegi,1
baat,inse,1
baat,goodi,1
baat,khool,1
baat,daalna,1
baat,himmat,1
baat,hisab,1
baat,samaj,1
baat,ajab,1
baat,sunoge,1
baat,ummed,1
baat,jitna,1
baat,jbj,1
baat,chahta,1
baat,buri,1
baat,haq,1
baat,baniya,1
baat,tumne,1
baat,rona,1
baat,development,1
baat,kabhi,1
baat,ताड़ने,1
baat,jbb,1
baat,batau,1
baat,maze,1
baat,samy,1
baat,lahje,1
baat,vaha,1
baat,bjp,1
baat,dhundhna,1
baat,vote,1
baat,loan,1
baat,saath,1
baat,वांगचुक,1
baat,khi,1
baat,ekdam,1
baat,tumhre,1
baat,gadhe,1
baat,bna,1
baat,taki,1
baat,jye,1
boht,khatak,1
boht,hole,1
boht,tension,1
boht,payment,1
boht,confusion,1
boht,confuse,1
boht,jayga,1
boht,restriction,1
boht,collab,1
boht,lambi,1
boht,gyi,1
boht,badi,1
boht,christian,1
baat,linked,1
baat,krrhe,1
baat,manne,1
baat,scinece,1
baat,matter,1
baat,krio,1
boht,khorcha,1
boht,aate,1
baat,krrha,1
christian,managementinte,1
christian,flowerinthewild,1
christian,straight,1
christian,aanu,1
christian,njanum,1
christian,parent,1
christian,bcz,1
christian,kazhapp,1
christian,surajind,1
christian,collegukalum,1
boht,dukhi,1
christian,keralathile,1
christian,aanallo,1
christian,athu,1
christian,thesis,1
christian,kattakada,1
christian,dental,1
christian,reserved,1
christian,mjnority,1
baat,bche,1
baat,dusri,1
baat,padhai,1
baat,jaza,1
baat,karke,1
baat,passed,1
baat,mano,1
baat,bhaiyon,1
baat,aayegi,1
baat,chemical,1
baat,vichardhara,1
baat,halke,1
baat,hisaab,1
baat,taap,1
baat,ghoda,1
baat,ncr,1
baat,puchni,1
baat,dii,1
baat,jiske,1
baat,alg,1
baat,rhne,1
baat,hammadkhan,1
baat,urgent,1
baat,skte,1
baat,zhada,1
baat,barabar,1
baat,slapped,1
baat,khushi,1
baat,fakerankings,1
baat,hoke,1
baat,karenge,1
baat,aspirant,1
baat,jameen,1
baat,matkarharsh,1
baat,baare,1
baat,yeager,1
baat,samratashoka,1
baat,tmm,1
baat,jae,1
baat,defend,1
baat,ekk,1
baat,krey,1
baat,kinsey,1
oru,mattum,1
oru,enakku,1
submit,scorecard,1
log,wali,1
log,chode,1
log,age,1
log,jadavpur,1
log,roseyrose,1
log,suicide,1
log,salo,1
log,lekar,1
log,hmhi,1
tharumo,paranju,1
log,rahta,1
tharumo,parnj,1
onnu,parayaamo,1
onnu,enn,1
onnu,pode,1
onnu,jayichilla,1
onnu,paranju,1
onnu,clgs,1
onnu,parayamooo,1
log,chhod,1
log,rahega,1
onnu,oke,1
log,salam,1
log,sthiti,1
log,vah,1
log,gujarat,1
log,usko,1
log,poochho,1
log,yahin,1
log,bacche,1
log,kijiye,1
log,halat,1
log,rhenge,1
log,cow,1
log,aisahi,1
log,mainstream,1
log,movie,1
log,vapis,1
log,inform,1
log,chela,1
log,kum,1
onnu,kurichu,1
onnu,tharumo,1
technical,exausted,1
appo,ithinte,1
appo,manassilavum,1
appo,settan,1
appo,aano,1
appo,aambal,1
appo,pannuvanga,1
appo,pannunga,1
appo,intha,1
appo,sivane,1
appo,nikuva,1
appo,namude,1
appo,ith,1
technical,directorate,1
technical,shankracharya,1
technical,sawal,1
technical,rathinam,1
technical,arranged,1
technical,error,1
technical,bhaiyaa,1
appo,kidakunnu,1
ith,hot,1
nallath,keryit,1
alle,ktu,1
nallath,karayathirikunna,1
nallath,onn,1
nallath,ethann,1
nallath,adikunanathilum,1
alle,kaldogutte,1
alle,kedakkunnath,1
alle,athkond,1
alle,nte,1
alle,pinne,1
ith,nokkipo,1
alle,bangalur,1
alle,nallath,1
aayittulla,alle,1
ith,padachu,1
ith,kullath,1
ith,vare,1
ith,ezhuthiyyitt,1
ith,ishtapettu,1
log,failed,1
log,rajniti,1
log,chot,1
log,raste,1
log,badhiye,1
log,chahati,1
log,aaiye,1
log,khatak,1
log,hmare,1
log,jayengi,1
log,budget,1
log,gye,1
log,bardast,1
log,desh,1
log,kha,1
log,gut,1
log,bhut,1
log,slam,1
log,jare,1
log,wahi,1
log,noida,1
log,maharaja,1
log,mehnat,1
log,ladke,1
log,lallantop,1
log,bokka,1
log,drama,1
log,mudad,1
log,kash,1
log,randi,1
log,kahenge,1
log,meme,1
log,woo,1
log,bech,1
log,naam,1
log,kaam,1
log,hinduo,1
log,karegen,1
log,besharam,1
log,humse,1
log,dekr,1
log,pachhtoige,1
log,resistratian,1
log,smart,1
log,trp,1
log,aapko,1
log,khan,1
log,baithe,1
log,jude,1
log,jaat,1
log,asli,1
log,qki,1
log,corrupted,1
log,milake,1
log,corrupt,1
log,fayda,1
log,iska,1
log,biki,1
log,jimmedar,1
log,bate,1
log,awaaz,1
log,baithte,1
log,darindgi,1
log,lut,1
log,badliyega,1
log,karke,1
log,election,1
log,jaati,1
log,baut,1
log,kamchor,1
log,isiliye,1
log,jisko,1
log,lakho,1
log,kehte,1
log,sehmat,1
log,essi,1
log,bolo,1
log,dekhenge,1
log,jitna,1
log,piche,1
log,likhe,1
log,deserve,1
log,waqt,1
log,yevhi,1
log,pakar,1
log,hamesha,1
log,pahle,1
technical,team,1
technical,explanation,1
oru,kozappam,1
informed,sky,1
include,bit,1
include,bioinformatics,1
include,food,1
include,violation,1
include,released,1
include,donation,1
include,igipess,1
include,bped,1
informed,public,1
include,famous,1
informed,helping,1
informed,group,1
cheyyo,vedio,1
oru,pannathinga,1
oru,potrukanga,1
oru,ithellam,1
oru,sollunga,1
oru,nalla,1
include,bangalore,1
include,cgpet,1
oru,rajyath,1
clinical,nutrition,1
keralathile,alle,1
keralathile,jyothi,1
keralathile,aayal,1
keralathile,ethu,1
dietitian,keralathile,1
nutrition,dietitian,1
clinical,trial,1
clinical,theory,1
upcoming,comparing,1
upcoming,potential,1
upcoming,address,1
upcoming,mention,1
upcoming,performance,1
upcoming,election,1
upcoming,voting,1
upcoming,fest,1
upcoming,mood,1
upcoming,driven,1
oru,tech,1
oru,ulla,1
technical,gupta,1
oru,syllabus,1
oru,anganeyum,1
oru,membership,1
oru,und,1
oru,kittaan,1
oru,karanavashalm,1
oru,joli,1
oru,padichitt,1
oru,oola,1
oru,kurch,1
oru,anu,1
oru,cheyyoo,1
oru,vid,1
oru,patty,1
oru,sadha,1
oru,mistake,1
oru,ariyaan,1
oru,podunga,1
oru,pathi,1
oru,sadhanam,1
oru,sentence,1
oru,chanakam,1
oru,ennulla,1
oru,enu,1
oru,range,1
oru,aavanum,1
oru,matavum,1
oru,allel,1
oru,upayogavum,1
oru,karanam,1
oru,menaketta,1
oru,varsham,1
oru,chumma,1
oru,prshanavum,1
oru,aarkkum,1
oru,vandiyude,1
oru,kutty,1
oru,pattade,1
oru,kutti,1
oru,ninteyokke,1
oru,vartha,1
keralathile,thanne,1
ethu,ahne,1
ethu,pannunga,1
plss,btye,1
plss,irukan,1
plss,veltech,1
plss,scored,1
plss,btao,1
plss,batana,1
plss,cheyyyooo,1
plss,mamm,1
plss,cheyyamo,1
plss,kabse,1
plss,trichy,1
plss,btaiye,1
mysore,abt,1
mysore,valid,1
mysore,vtu,1
mysore,ali,1
mysore,idhini,1
mysore,physic,1
mysore,alli,1
plss,confused,1
aicte,ncte,1
ethu,vacant,1
ncte,jiwaji,1
technical,sabko,1
technical,kalam,1
technical,ethuvuma,1
technical,verbal,1
technical,bihar,1
technical,iii,1
sreevidhyasanthosh,njn,1
ncte,reintroduced,1
ncte,ncet,1
aicte,technical,1
aicte,luchnow,1
aicte,rahti,1
aicte,khud,1
aicte,required,1
aicte,cheyyumbo,1
aicte,waale,1
aicte,technology,1
aicte,appo,1
mysore,ediya,1
mysore,found,1
mysore,fear,1
banglore,banaiye,1
banglore,nmims,1
banglore,precidency,1
banglore,aiml,1
banglore,msrit,1
banglore,mit,1
banglore,tune,1
banglore,anchor,1
banglore,bennet,1
banglore,mysore,1
mysore,teaching,1
ahne,nallthe,1
ethu,kedaikum,1
ethu,ithula,1
ethu,rajalakshmi,1
ethu,kidaikum,1
ethu,nigaloke,1
ethu,ahnn,1
ethu,gopz,1
banglore,sibm,1
banglore,narsee,1
banglore,look,1
banglore,clgs,1
mysore,lacking,1
mysore,ankondidini,1
mysore,bagge,1
mysore,sigta,1
mysore,eradane,1
mysore,henge,1
mysore,kodi,1
banglore,ayega,1
banglore,goat,1
banglore,cry,1
banglore,demand,1
banglore,papa,1
banglore,chennai,1
banglore,deserve,1
banglore,tried,1
banglore,avg,1
banglore,according,1
baat,newspinch,1
baat,durbhagya,1
baat,naam,1
chaiye,passed,1
chaiye,amit,1
chaiye,reservation,1
chaiye,agr,1
chaiye,yaah,1
chaiye,beech,1
chaiye,konse,1
chaiye,banani,1
chaiye,kehre,1
chaiye,prog,1
hame,nitish,1
chaiye,prefer,1
chaiye,leni,1
chaiye,pura,1
chaiye,iss,1
chaiye,combination,1
chaiye,gat,1
chaiye,opnion,1
chaiye,taraf,1
chaiye,mechanical,1
hame,dusre,1
chaiye,bharat,1
hame,bharna,1
nitish,moti,1
nitish,padh,1
hame,constitution,1
hame,sahab,1
hame,thestar,1
hame,laxcrazzy,1
hame,aagai,1
hame,bhee,1
hame,roka,1
hame,furnished,1
hame,banayi,1
hame,agr,1
hame,desh,1
hame,gyani,1
hame,gandhiji,1
hame,vishwaguru,1
hame,shahab,1
hame,padi,1
chaiye,praise,1
chaiye,honi,1
lijiye,loan,1
lijiye,jaldi,1
chaiye,kashmir,1
chaiye,hame,1
dane,chaiye,1
char,afo,1
char,dorate,1
char,bachcha,1
char,dane,1
parindo,char,1
lijiye,aisa,1
chaiye,raktim,1
lijiye,karke,1
lijiye,banwa,1
lijiye,ghar,1
lijiye,faisla,1
lijiye,satyawati,1
lijiye,hal,1
lijiye,chairman,1
lijiye,pati,1
chaiye,azadi,1
chaiye,tumko,1
chaiye,mandir,1
chaiye,buri,1
chaiye,karnti,1
chaiye,bhagaana,1
chaiye,mangna,1
chaiye,mehnat,1
chaiye,uthane,1
chaiye,patna,1
chaiye,banana,1
chaiye,jitana,1
chaiye,manjhi,1
chaiye,jidhar,1
chaiye,kiu,1
chaiye,padhna,1
chaiye,funding,1
chaiye,sikhna,1
chaiye,union,1
chaiye,poochna,1
chaiye,nalanda,1
chaiye,aicte,1
nitish,log,1
nitish,prasad,1
nitish,blind,1
padh,counter,1
gyan,unhe,1
gyan,pele,1
gyan,jai,1
aapar,gyan,1
padh,pta,1
padh,terrorist,1
padh,jiwaji,1
padh,skte,1
padh,shakte,1
gyan,phele,1
padh,acche,1
padh,board,1
padh,jayga,1
padh,resign,1
padh,afsaron,1
padh,padha,1
padh,ignou,1
padh,videsh,1
gyan,social,1
gyan,sale,1
nitish,फीता,1
gyan,khud,1
jai,khete,1
gyan,yahna,1
gyan,lekr,1
gyan,pura,1
gyan,gutne,1
gyan,mootrawala,1
gyan,madrsachhap,1
gyan,auro,1
gyan,suresh,1
gyan,pehke,1
gyan,inko,1
gyan,baaj,1
gyan,jha,1
gyan,sahab,1
gyan,pan,1
gyan,stupid,1
gyan,kitabi,1
gyan,rahein,1
padh,jao,1
padh,ukhaad,1
padh,jisne,1
nitish,joker,1
nitish,jeetao,1
nitish,vah,1
nitish,shasan,1
nitish,naukari,1
nitish,kardiya,1
nitish,rahein,1
nitish,shame,1
nitish,aai,1
nitish,bna,1
padh,sol,1
nitish,hatao,1
nitish,babuu,1
nitish,development,1
nitish,mukhymantri,1
nitish,hawa,1
nitish,bhihar,1
nitish,hta,1
nitish,sharm,1
nitish,trah,1
nitish,jay,1
nitish,desh,1
nitish,jaisa,1
padh,lauta,1
padh,vishwaas,1
padh,suwar,1
padh,berojgar,1
padh,sarkari,1
padh,garmi,1
padh,kyuki,1
padh,sahab,1
padh,सके,1
padh,jaha,1
padh,soch,1
padh,lenge,1
padh,log,1
padh,ghumte,1
padh,khud,1
padh,utna,1
padh,aapar,1
lijiye,halat,1
lijiye,matt,1
baat,gussa,1
jaise,understand,1
awaj,ispe,1
awaj,bacho,1
awaj,aata,1
jaise,wajah,1
jaise,andhnamazi,1
jaise,sudhar,1
jaise,jaanta,1
jaise,bhari,1
jaise,terrorist,1
awaj,uthaiye,1
jaise,guru,1
jaise,mahan,1
jaise,osama,1
jaise,confidence,1
jaise,jio,1
jaise,reheta,1
jaise,paint,1
jaise,aagyi,1
awaj,plzz,1
awaj,gye,1
jaise,aadhar,1
aata,gussa,1
aata,aapki,1
aata,anadar,1
aata,sarkar,1
aata,likhne,1
aata,tarike,1
aata,manue,1
aata,maza,1
aata,jaldi,1
aata,jaisa,1
awaj,desh,1
aata,whabsare,1
aata,majaa,1
aata,waiting,1
aata,yani,1
aata,dard,1
aata,yad,1
aata,bhrosa,1
awaj,padhati,1
jaise,inko,1
jaise,rajye,1
lijiye,nda,1
jaise,board,1
jaise,dikhai,1
jaise,chaiye,1
jaise,nale,1
jaise,reporter,1
jaise,padha,1
jaise,ghar,1
jaise,tumlog,1
jaise,topper,1
jaise,anpadh,1
jaise,bahubali,1
jaise,experience,1
jaise,value,1
jaise,patrakaar,1
jaise,nodia,1
jaise,tumne,1
jaise,ntse,1
jaise,kitne,1
jaise,ssc,1
jaise,patrakaro,1
jaise,ile,1
jaise,autonomous,1
jaise,pharmacy,1
jaise,sochu,1
jaise,banaras,1
jaise,imam,1
jaise,swatantrata,1
jaise,tarah,1
jaise,bakwas,1
jaise,journalism,1
jaise,technology,1
jaise,lsr,1
jaise,bamboo,1
jaise,skti,1
jaise,dia,1
jaise,deserve,1
jaise,aate,1
jaise,padhai,1
jaise,sadak,1
jaise,btayega,1
jaise,aawaj,1
aata,minimize,1
aata,puchta,1
aata,uni,1
aata,aate,1
bhrosa,iske,1
bhrosa,kud,1
aata,scholarship,1
aata,iet,1
aata,geela,1
aata,scinece,1
aata,humanitites,1
aata,aisa,1
aata,samjh,1
kud,suun,1
aata,ministry,1
aata,bhopal,1
aata,pdega,1
aata,token,1
aata,washroom,1
aata,sikkim,1
aata,iska,1
aata,iske,1
bhrosa,rahege,1
kud,inform,1
aata,saram,1
lijiye,aapko,1
lijiye,puch,1
lijiye,vote,1
lijiye,rona,1
